RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,REC_YDS,Y/R,REC_TD,FL,G,FPTS,FPTS/G,OWN,Year
100,Trayveon Williams (CLE),26,157,6.0,55,1,0,5,5,30,6.0,0,1,10,16.7,1.7,0.0%,2020
101,Anthony McFarland Jr. (FA),33,113,3.4,20,1,0,6,10,54,9.0,0,0,11,16.7,1.5,1.1%,2020
102,D'Onta Foreman (FA),22,95,4.3,15,0,0,1,1,5,5.0,1,0,6,16.0,2.7,2.7%,2020
103,Corey Clement (FA),21,75,3.6,7,0,1,5,6,25,5.0,0,0,15,16.0,1.1,0.0%,2020
104,T.J. Yeldon (FA),10,70,7.0,34,1,0,1,4,22,22.0,1,0,3,15.2,5.1,0.0%,2020
105,Gabe Nabers (FA),2,7,3.5,4,0,0,5,7,25,5.0,2,0,16,15.2,1.0,0.6%,2020
106,Tyler Ervin (FA),13,67,5.2,21,1,0,11,15,84,7.6,0,0,8,15.1,1.9,0.0%,2020
107,Reggie Bonnafon (FA),12,69,5.8,22,1,0,2,2,18,9.0,1,0,2,14.7,7.4,0.0%,2020
108,Darrynton Evans (FA),14,54,3.9,9,0,0,2,4,27,13.5,1,0,5,14.1,2.8,0.0%,2020
109,LeSean McCoy (FA),10,31,3.1,14,0,0,15,19,101,6.7,0,0,10,13.2,1.3,2.0%,2020
110,Mike Boone (FA),11,59,5.4,19,0,1,2,2,10,5.0,0,0,16,12.9,0.8,1.0%,2020
111,Ty Montgomery II (FA),19,101,5.3,36,1,0,3,6,27,9.0,0,0,6,12.8,2.1,0.0%,2020
112,Ryan Nall (FA),3,0,0.0,0,0,0,8,9,67,8.4,1,0,15,12.7,0.8,0.0%,2020
113,DeAndre Washington (FA),31,91,2.9,16,0,0,5,10,30,6.0,0,0,4,12.1,3.0,11.0%,2020
114,Patrick Laird (FA),13,72,5.5,17,0,0,10,12,68,6.8,0,1,16,12.0,0.8,0.0%,2020
115,Troymaine Pope (FA),15,76,5.1,26,1,0,8,10,42,5.3,0,0,6,11.8,2.0,0.0%,2020
